order_item_id,order_id,product_id,quantity,price_per_unit
141,141,341,3,48740
142,142,638,1,53457
143,143,531,2,38193
144,144,385,2,65553
145,145,300,2,28344
146,146,459,2,75334
147,147,178,3,78129
148,148,338,3,71860
149,149,693,3,49546
150,150,338,3,58316
151,151,440,1,65026
152,152,740,3,25073
153,153,38,2,77010
154,154,347,3,57561
155,155,332,2,15336
156,156,81,1,16778
157,157,110,3,65844
158,158,766,2,40907
159,159,736,3,32203
160,160,502,2,16868
161,161,661,1,57593
162,162,530,1,66768
163,163,198,1,74322
164,164,49,3,52046
165,165,667,2,2368
166,166,662,3,11278
167,167,439,1,28856
168,168,22,3,32667
169,169,753,3,49322
170,170,711,2,66135
171,171,93,1,76266
172,172,346,1,50024
173,173,126,3,60870
174,174,39,1,38892
175,175,761,1,34904
176,176,66,3,21406
177,177,131,2,50430
178,178,73,2,45958
179,179,332,3,36125
180,180,99,3,14637
181,181,524,1,39900
182,182,235,1,60611
183,183,724,3,49353
184,184,65,1,48810
185,185,106,2,44696
186,186,479,3,53349
187,187,283,2,6508
188,188,300,1,64901
189,189,153,1,49721
190,190,288,3,9570
191,191,653,1,61850
192,192,593,2,74384
193,193,30,3,44647
194,194,425,3,38959
195,195,403,2,59368
196,196,348,3,42302
197,197,211,1,1161
198,198,454,2,40644
199,199,232,2,35381
200,200,334,2,70427
201,201,333,3,15439
202,202,513,3,43966
203,203,418,2,59409
204,204,594,2,15050
205,205,214,1,61954
206,206,679,2,60701
207,207,378,3,64454
208,208,386,3,42962
209,209,728,2,18478
210,210,588,1,27988
211,211,364,3,23523
212,212,641,1,54205
213,213,408,1,14170
214,214,257,2,31592
215,215,272,2,36153
216,216,450,1,53866
217,217,198,1,35302
218,218,93,2,67310
219,219,686,3,11358
220,220,482,3,54708
221,221,68,3,25725
222,222,681,2,32373
223,223,386,2,51524
224,224,518,1,26624
225,225,435,1,15461
226,226,133,2,10122
227,227,246,1,6601
228,228,240,1,75976
229,229,379,3,57046
230,230,336,3,47958
231,231,717,1,28695
232,232,579,2,54405
233,233,22,2,25441
234,234,323,2,3643
235,235,161,2,26035
236,236,83,2,39519
237,237,531,1,35316
238,238,180,3,4164
239,239,535,1,61856
240,240,88,3,29342
241,241,67,3,27478
242,242,713,3,74941
243,243,179,1,77858
244,244,751,2,79300
245,245,1,3,18403
246,246,127,1,76981
247,247,30,3,58047
248,248,171,2,64408
249,249,213,2,64861
250,250,41,3,49745
251,251,289,2,73994
252,252,70,2,46487
253,253,58,1,46955
254,254,697,2,74632
255,255,274,2,52377
256,256,243,3,62297
257,257,725,2,72931
258,258,748,2,9132
259,259,49,2,65639
260,260,334,2,17680
261,261,112,2,19119
262,262,750,2,65822
263,263,620,2,49991
264,264,53,1,12974
265,265,107,3,48484
266,266,519,2,36135
267,267,684,1,41856
268,268,729,1,25909
269,269,361,3,19117
270,270,107,3,15729
271,271,582,3,54868
272,272,702,1,32452
273,273,245,2,11342
274,274,367,3,11800
275,275,641,2,77094
276,276,743,1,26756
277,277,421,3,20160
278,278,195,3,31731
279,279,239,3,27724
280,280,494,2,55678
281,281,322,1,48414
282,282,414,3,29662
283,283,620,2,37676
284,284,229,3,16868
285,285,596,1,12284
286,286,112,1,41259
287,287,491,1,41083
288,288,758,2,51468
289,289,446,3,40946
290,290,74,2,71870
291,291,692,3,38002
292,292,727,3,16573
293,293,378,1,3099
294,294,206,1,59978
295,295,597,3,48389
296,296,342,3,10461
297,297,85,3,74261
298,298,282,3,37410
299,299,345,2,58071
300,300,207,2,42796
301,301,305,3,37716
302,302,63,2,55218
303,303,439,1,38311
304,304,160,2,50848
305,305,53,1,1576
306,306,68,2,70996
307,307,46,1,52087
308,308,388,1,52153
309,309,483,3,26156
310,310,527,2,15012
311,311,237,2,2991
312,312,127,2,78441
313,313,375,2,44237
314,314,225,1,73582
315,315,348,3,13482
316,316,122,1,53458
317,317,364,2,50531
318,318,559,2,38205
319,319,99,3,45832
320,320,551,3,59273
321,321,702,2,44178
322,322,464,1,19051
323,323,756,3,31839
324,324,63,1,63879
325,325,304,3,38893
326,326,167,2,23679
327,327,156,3,3529
328,328,39,3,67705
329,329,556,3,49865
330,330,302,1,55643
331,331,360,2,21609
332,332,578,1,70395
333,333,457,1,66452
334,334,17,3,71804
335,335,617,3,53887
336,336,229,3,62752
337,337,62,2,14085
338,338,736,3,24228
339,339,415,3,730
340,340,668,2,40136
341,341,535,3,66464
342,342,253,2,78668
343,343,198,2,52680
344,344,49,1,78186
345,345,708,1,51778
346,346,424,2,55463
347,347,338,1,15726
348,348,721,3,38364
349,349,343,1,32198
350,350,366,2,48840
351,351,266,3,3618
352,352,312,3,25464
353,353,285,3,75956
354,354,74,1,69179
355,355,38,2,38466
356,356,708,2,75308
357,357,88,2,70204
358,358,703,1,57584
359,359,544,3,60961
360,360,171,2,61729
361,361,15,2,40262
362,362,701,3,5718
363,363,396,2,31376
364,364,131,3,14584
365,365,483,1,17481
366,366,458,1,57714
367,367,714,1,65291
368,368,148,1,23311
369,369,692,1,18619
370,370,387,1,20793
371,371,256,1,31058
372,372,36,1,67966
373,373,666,3,34559
374,374,542,1,32418
375,375,722,2,75087
376,376,414,2,66495
377,377,636,1,21222
378,378,699,1,21491
379,379,396,3,43842
380,380,758,2,16039
381,381,684,3,5318
382,382,148,3,24412
383,383,400,2,60908
384,384,586,3,53109
385,385,617,2,58852
386,386,554,3,40662
387,387,276,3,47674
388,388,71,3,12565
389,389,328,1,40264
390,390,208,2,17816
391,391,704,2,53147
392,392,740,2,8487
393,393,446,3,56849
394,394,33,3,27063
395,395,559,1,55343
396,396,56,2,63632
397,397,277,1,76182
398,398,317,2,66877
399,399,698,3,9130
400,400,372,1,32775
401,401,166,3,48656
402,402,617,2,77828
403,403,133,2,2974
404,404,532,3,57254
405,405,530,2,43611
406,406,542,2,17584
407,407,283,3,31305
408,408,356,3,9473
409,409,621,2,26828
410,410,739,3,75771
411,411,73,3,31534
412,412,733,2,41127
413,413,420,2,72053
414,414,438,3,37276
415,415,658,2,78970
416,416,537,1,63227
417,417,698,2,74707
418,418,624,2,56354
419,419,465,3,31827
420,420,88,3,20311
421,421,326,1,25268
422,422,109,2,68563
423,423,27,3,47018
424,424,382,1,25355
425,425,693,1,11909
426,426,26,2,63206
427,427,272,1,50144
428,428,154,1,75191
429,429,161,2,51698
430,430,503,3,25586
431,431,291,3,13963
432,432,611,1,53288
433,433,36,1,13324
434,434,574,3,6361
435,435,87,2,31300
436,436,398,1,47328
437,437,239,2,51271
438,438,85,2,24984
439,439,472,1,50676
440,440,200,2,6471
441,441,156,3,25176
442,442,620,2,60778
443,443,398,3,5337
444,444,186,3,18071
445,445,454,3,21977
446,446,246,1,22622
447,447,214,1,40395
448,448,206,3,9429
449,449,628,1,38732
450,450,713,3,41806
451,451,415,1,26354
452,452,208,3,9584
453,453,332,3,52995
454,454,418,1,8442
455,455,39,2,46603
456,456,424,3,67835
457,457,693,1,67871
458,458,192,3,53379
459,459,242,3,22998
460,460,112,3,5085
461,461,137,2,46445
462,462,681,3,10484
463,463,716,3,72798
464,464,458,3,44165
465,465,643,2,67478
466,466,751,3,9634
467,467,630,1,5701
468,468,215,3,32234
469,469,734,1,52203
470,470,542,3,11695
471,471,231,2,20170
472,472,358,2,54249
473,473,341,2,76161
474,474,26,1,56226
475,475,211,1,77047
476,476,731,1,42895
477,477,493,3,48552
478,478,391,3,25010
479,479,276,2,2467
480,480,170,2,41883
481,481,253,1,12000
482,482,69,3,45780
483,483,229,2,35964
484,484,347,1,52935
485,485,602,3,4652
486,486,236,1,66234
487,487,615,2,41231
488,488,157,3,58161
489,489,156,1,31853
490,490,628,2,67432
491,491,164,3,43996
492,492,401,3,67689
493,493,32,3,40818
494,494,50,1,9015
495,495,609,2,12924
496,496,54,1,44958
497,497,609,2,42881
498,498,170,3,70206
499,499,272,3,73638
500,500,400,1,16569
501,501,707,2,14185
502,502,245,2,57755
503,503,472,1,34172
504,504,520,1,34244
505,505,13,3,45098
506,506,40,2,27657
507,507,739,1,37329
508,508,169,1,577
509,509,645,1,55647
510,510,688,2,29353
511,511,84,2,54149
512,512,512,2,75597
513,513,436,3,38985
514,514,335,1,37082
515,515,451,3,31825
516,516,612,2,57108
517,517,38,1,41262
518,518,211,1,66414
519,519,469,3,59174
520,520,474,1,13565
521,521,152,3,1520
522,522,254,1,20314
523,523,179,3,66706
524,524,167,3,55132
525,525,542,1,21699
526,526,171,3,11109
527,527,265,3,50434
528,528,406,2,19111
529,529,582,3,65807
530,530,223,3,75014
531,531,225,2,31159
532,532,262,2,42126
533,533,19,1,49768
534,534,690,3,12192
535,535,724,2,79724
536,536,421,2,21981
537,537,62,3,27574
538,538,105,3,76899
539,539,276,1,9016
540,540,566,2,52155
541,541,670,3,19736
542,542,390,1,25675
543,543,17,3,22702
544,544,552,3,14924
545,545,144,3,11071
546,546,432,2,13755
547,547,468,2,5408
548,548,421,1,56208
549,549,80,1,19763
550,550,605,3,64886
551,551,335,1,55329
552,552,626,3,28643
553,553,457,1,35400
554,554,700,1,58829
555,555,58,3,38266
556,556,351,3,38178
557,557,495,1,39204
558,558,298,3,14354
559,559,390,3,38586
560,560,434,2,70838
561,561,321,2,71172
562,562,751,2,67147
563,563,654,3,68885
564,564,374,1,35035
565,565,640,2,32136
566,566,59,2,18655
567,567,225,1,12833
568,568,16,3,59374
569,569,55,2,71320
570,570,613,1,59804
571,571,702,1,59012
572,572,423,2,25290
573,573,80,1,3242
574,574,433,1,8974
575,575,104,3,26717
576,576,600,3,39357
577,577,675,1,64561
578,578,513,3,53904
579,579,545,3,55679
580,580,5,2,67786
581,581,289,2,51759
582,582,173,3,26017
583,583,192,3,66835
584,584,655,2,30296
585,585,574,3,11585
586,586,460,3,58251
587,587,505,1,32902
588,588,723,3,23722
589,589,316,3,5099
590,590,764,1,22601
591,591,234,3,48104
592,592,164,3,12324
593,593,121,3,16439
594,594,553,2,25008
595,595,708,1,61775
596,596,563,3,36631
597,597,468,2,76632
598,598,742,1,54967
599,599,515,3,16538
600,600,463,3,5586
601,601,353,3,76853
602,602,628,3,29383
603,603,583,1,36042
604,604,268,3,49429
605,605,325,1,66568
606,606,196,3,78567
607,607,259,1,77336
608,608,141,1,2142
609,609,747,1,46762
610,610,225,1,619
611,611,328,1,16695
612,612,680,1,75362
613,613,31,3,2822
614,614,497,3,65604
615,615,643,2,2125
616,616,38,2,69664
617,617,452,2,25133
618,618,514,3,6661
619,619,516,3,12796
620,620,154,2,51964
621,621,319,2,76221
622,622,355,2,70017
623,623,504,3,40854
624,624,209,2,4255
625,625,697,1,30453
626,626,82,3,8451
627,627,577,1,38412
628,628,268,3,78408
629,629,221,2,66854
630,630,347,2,77727
631,631,224,2,21503
632,632,381,3,65133
633,633,267,1,24386
634,634,141,3,49152
635,635,735,2,62959
636,636,411,1,49270
637,637,170,1,11973
638,638,202,3,47619
639,639,529,2,64393
640,640,710,1,66350
641,641,764,1,44371
642,642,487,1,73888
643,643,732,2,71789
644,644,324,2,73307
645,645,38,2,5592
646,646,124,3,58292
647,647,660,3,58790
648,648,721,2,56307
649,649,580,2,11403
650,650,751,3,52648
651,651,701,1,57326
652,652,569,2,28490
653,653,486,1,6061
654,654,677,3,67834
655,655,751,2,70529
656,656,85,1,58225
657,657,689,2,29536
658,658,107,2,29999
659,659,641,2,41877
660,660,368,2,39865
661,661,409,3,40875
662,662,652,3,21612
663,663,281,1,70863
664,664,319,2,36563
665,665,511,1,28948
666,666,307,2,31065
667,667,679,2,75669
668,668,587,3,44627
669,669,122,1,23874
670,670,495,2,42151
671,671,480,2,56611
672,672,106,1,9007
673,673,63,2,15324
674,674,23,2,44871
675,675,329,1,69242
676,676,64,3,27261
677,677,705,2,28293
678,678,576,3,3043
679,679,582,1,67914
680,680,516,3,47709
681,681,366,3,38485
682,682,295,1,2835
683,683,180,3,46337
684,684,666,1,49238
685,685,227,3,67453
686,686,546,3,45220
687,687,642,1,17450
688,688,624,2,62102
689,689,448,3,39942
690,690,318,3,77460
691,691,474,1,45004
692,692,593,3,48575
693,693,559,2,60297
694,694,312,3,24020
695,695,432,2,24853
696,696,95,3,56735
697,697,651,2,39828
698,698,142,2,76840
699,699,427,2,37419
700,700,750,1,43118
701,701,246,1,35607
702,702,524,2,7451
703,703,211,2,59526
704,704,59,2,63510
705,705,456,2,12597
706,706,659,2,17131
707,707,156,1,33009
708,708,729,3,50316
709,709,230,3,66852
710,710,590,3,75918
711,711,211,2,73571
712,712,556,2,18349
713,713,1,1,26056
714,714,681,2,3814
715,715,144,1,55169
716,716,92,1,29823
717,717,688,1,65006
718,718,62,1,3306
719,719,628,1,3970
720,720,327,1,67726
721,721,225,2,49468
722,722,616,3,69857
723,723,212,1,69332
724,724,15,2,44655
725,725,65,3,67500
726,726,608,2,76854
727,727,423,3,23357
728,728,601,2,77516
729,729,201,3,65024
730,730,324,2,14863
731,731,123,1,54355
732,732,508,3,57523
733,733,674,2,40546
734,734,28,1,67399
735,735,589,1,57713
736,736,496,3,27392
737,737,504,2,24552
738,738,142,1,43617
739,739,719,3,2684
740,740,630,1,38379
741,741,529,2,53125
742,742,361,2,15565
743,743,422,2,5524
744,744,581,3,63596
745,745,692,1,69703
746,746,197,2,55312
747,747,437,1,12143
748,748,157,1,54791
749,749,329,3,32849
750,750,229,2,47673
751,751,199,1,69667
752,752,563,3,65573
753,753,418,1,11187
754,754,240,2,14640
755,755,664,2,50741
756,756,3,1,53502
757,757,451,2,41236
758,758,432,1,870
759,759,561,3,27140
760,760,726,1,26636
761,761,615,1,11373
762,762,496,3,43244
763,763,373,3,45893
764,764,350,3,70627
765,765,418,2,20265
766,766,450,2,78194
767,767,682,1,50433
768,768,203,2,1109
769,769,757,3,43658
770,770,469,2,74899
771,771,136,1,76732
772,772,173,3,57356
773,773,370,2,48365
774,774,443,3,31051
775,775,445,1,30153
776,776,89,1,56506
777,777,402,1,77384
778,778,177,3,4731
779,779,203,1,65608
780,780,344,2,33914
781,781,141,1,78159
782,782,413,2,51482
783,783,369,3,36743
784,784,99,3,11888
785,785,23,1,25050
786,786,312,3,819
787,787,328,3,79055
788,788,483,2,67439
789,789,498,3,895
790,790,466,3,3414
791,791,449,3,55584
792,792,558,1,37577
793,793,88,2,78486
794,794,54,2,18000
795,795,553,3,41224
796,796,599,3,70781
797,797,137,2,57344
798,798,29,1,67748
799,799,244,3,20701
800,800,180,3,38427
801,801,8,3,28535
802,802,655,2,53385
803,803,94,2,31274
804,804,478,1,35826
805,805,313,1,41853
806,806,255,2,65539
807,807,360,1,44855
808,808,391,2,69829
809,809,290,1,44430
810,810,763,1,79254
811,811,262,3,29278
812,812,222,3,77292
813,813,43,2,19342
814,814,539,1,41987
815,815,454,3,13932
816,816,133,2,67921
817,817,664,2,44578
818,818,36,1,53291
819,819,439,3,47906
820,820,645,3,14158
821,821,67,3,21770
822,822,726,1,64461
823,823,561,2,17641
824,824,494,3,64663
825,825,222,1,66283
826,826,492,2,55967
827,827,236,1,16227
828,828,377,3,61267
829,829,685,3,18056
830,830,258,1,29829
831,831,398,2,51918
832,832,618,2,61769
833,833,667,2,66649
834,834,451,1,11691
835,835,585,1,31662
836,836,384,3,12718
837,837,410,2,38930
838,838,56,1,40826
839,839,596,2,18138
840,840,347,1,46039
841,841,651,3,52053
842,842,595,1,333
843,843,553,1,69177
844,844,590,3,9391
845,845,459,1,69889
846,846,39,3,31698
847,847,145,3,52816
848,848,685,2,20962
849,849,283,3,44861
850,850,211,2,43266
851,851,610,1,77405
852,852,38,2,56353
853,853,16,3,11361
854,854,742,3,56765
855,855,35,2,15048
856,856,194,3,9204
857,857,198,3,65456
858,858,394,2,47702
859,859,672,3,43015
860,860,528,2,36990
861,861,689,3,43716
862,862,29,2,27809
863,863,12,2,10852
864,864,709,3,56636
865,865,291,1,7017
866,866,452,3,58317
867,867,110,3,44076
868,868,94,2,63772
869,869,601,2,69254
870,870,631,2,51598
871,871,638,3,16036
872,872,230,1,48781
873,873,320,1,19056
874,874,86,1,46968
875,875,133,1,11944
876,876,665,3,3919
877,877,104,3,55639
878,878,80,2,48609
879,879,271,1,50894
880,880,588,2,71810
881,881,653,3,41113
882,882,728,1,41650
883,883,584,1,76725
884,884,691,3,41580
885,885,523,2,63625
886,886,173,2,19196
887,887,270,3,30049
888,888,740,1,14724
889,889,683,2,62805
890,890,255,2,23138
891,891,173,1,25241
892,892,376,3,24548
893,893,318,2,4943
894,894,669,3,10518
895,895,466,1,16418
896,896,5,2,25961
897,897,672,2,44896
898,898,363,3,27113
899,899,187,1,55354
900,900,725,2,18987
901,901,306,1,27186
902,902,592,3,62848
903,903,526,2,49696
904,904,77,1,25661
905,905,212,2,26677
906,906,577,3,57640
907,907,199,1,8796
908,908,462,3,18486
909,909,700,1,68871
910,910,497,1,51714
911,911,70,1,26169
912,912,243,1,45872
913,913,416,3,31710
914,914,189,3,64353
915,915,756,1,35979
916,916,25,3,34801
917,917,300,1,71794
918,918,510,1,53743
919,919,402,2,75988
920,920,227,3,2447
921,921,743,3,18404
922,922,85,3,16709
923,923,101,2,28534
924,924,623,1,26678
925,925,256,2,28122
926,926,727,1,40513
927,927,364,1,50888
928,928,354,3,63232
929,929,472,1,48128
930,930,189,3,63600
931,931,442,3,21585
932,932,205,3,71261
933,933,571,3,54774
934,934,397,1,67465
935,935,37,2,64415
936,936,192,2,76432
937,937,577,3,37988
938,938,67,3,29950
939,939,513,1,35226
940,940,476,1,33172
941,941,339,1,23135
942,942,20,2,60859
943,943,169,2,8832
944,944,287,3,29742
945,945,591,3,2099
946,946,217,2,67233
947,947,558,1,54026
948,948,424,2,49192
949,949,347,3,35054
950,950,414,2,12596
951,951,492,3,7826
952,952,296,1,4246
953,953,464,3,41377
954,954,368,2,44108
955,955,640,3,74069
956,956,743,1,6335
957,957,199,2,20985
958,958,117,1,57532
959,959,238,2,66882
960,960,282,2,16132
961,961,116,1,45328
962,962,283,1,58106
963,963,163,3,17835
964,964,459,3,16813
965,965,645,2,71718
966,966,709,2,30816
967,967,454,1,32318
968,968,53,1,15815
969,969,716,3,4480
970,970,368,2,53596
971,971,523,3,40441
972,972,676,3,78928
973,973,51,1,15019
974,974,163,2,60316
975,975,238,1,26684
976,976,669,2,68362
977,977,673,2,72301
978,978,598,2,77811
979,979,349,3,13342
980,980,170,3,40855
981,981,214,2,41642
982,982,675,2,34621
983,983,742,1,63240
984,984,388,2,15666
985,985,380,1,73386
986,986,578,3,74431
987,987,191,3,71878
988,988,229,3,47138
989,989,298,2,13941
990,990,627,3,27151
991,991,62,1,27928
992,992,299,1,38240
993,993,712,2,25607
994,994,699,1,67428
995,995,736,3,69699
996,996,574,2,30783
997,997,742,3,49941
998,998,80,3,43261
999,999,609,2,71056
1000,1000,43,2,31994
1001,1001,730,1,58694
1002,1002,495,1,17385
1003,1003,560,2,44609
1004,1004,422,2,47879
1005,1005,702,1,70217
1006,1006,32,1,42228
1007,1007,278,2,36693
1008,1008,396,3,70241
1009,1009,745,1,64434
1010,1010,749,2,32262
1011,1011,165,1,45412
1012,1012,629,1,34619
1013,1013,567,3,57002
1014,1014,689,2,22439
1015,1015,763,3,28503
1016,1016,432,1,14461
1017,1017,51,2,1150
1018,1018,232,3,5581
1019,1019,85,2,60969
1020,1020,619,1,18818
1021,1021,414,1,33716
1022,1022,108,2,67148
1023,1023,254,3,39416
1024,1024,365,3,34108
1025,1025,255,2,75500
1026,1026,372,1,75014
1027,1027,488,2,12672
1028,1028,698,2,59227
1029,1029,277,1,35450
1030,1030,483,1,39973
1031,1031,82,2,14334
1032,1032,341,2,41340
1033,1033,308,3,71442
1034,1034,540,2,30330
1035,1035,491,2,36524
1036,1036,528,3,77296
1037,1037,481,2,51861
1038,1038,553,1,28253
1039,1039,637,3,10703
1040,1040,249,3,62431
1041,1041,134,3,20878
1042,1042,11,3,50699
1043,1043,411,2,65881
1044,1044,63,2,21843
1045,1045,301,3,63984
1046,1046,235,3,56792
1047,1047,85,1,68335
1048,1048,541,3,68898
1049,1049,205,3,69237
1050,1050,743,3,27386
1051,1051,178,2,50450
1052,1052,361,3,33871
1053,1053,104,1,1100
1054,1054,534,3,5668
1055,1055,331,2,68261
1056,1056,329,3,34846
1057,1057,74,2,7608
1058,1058,211,2,43373
1059,1059,531,2,36922
1060,1060,403,1,79684
1061,1061,756,1,33727
1062,1062,134,1,19933
1063,1063,237,2,32813
1064,1064,273,1,57225
1065,1065,687,1,36769
1066,1066,743,3,26640
1067,1067,516,2,46652
1068,1068,649,2,59804
1069,1069,582,2,3210
1070,1070,522,3,26703
1071,1071,658,2,38662
1072,1072,759,1,64434
1073,1073,113,2,71077
1074,1074,293,2,68704
1075,1075,245,1,48382
1076,1076,393,3,13467
1077,1077,376,3,47981
1078,1078,453,1,14921
1079,1079,764,1,33467
1080,1080,502,1,27727
1081,1081,490,2,49617
1082,1082,402,3,21925
1083,1083,674,1,15087
1084,1084,288,3,77573
1085,1085,374,3,31554
1086,1086,429,3,43536
1087,1087,424,2,69348
1088,1088,751,1,52976
1089,1089,215,3,59597
1090,1090,331,3,72400
1091,1091,269,1,56403
1092,1092,723,3,10316
1093,1093,151,3,7290
1094,1094,451,2,65315
1095,1095,520,1,70410
1096,1096,354,1,53704
1097,1097,151,1,47250
1098,1098,504,1,71880
1099,1099,354,3,77065
1100,1100,663,3,22551
1101,1101,438,3,26765
1102,1102,183,2,3410
1103,1103,260,3,68578
1104,1104,68,3,2331
1105,1105,405,1,1972
1106,1106,456,2,13229
1107,1107,713,2,39891
1108,1108,53,2,65463
1109,1109,635,1,62245
1110,1110,758,2,22598
1111,1111,44,3,6189
1112,1112,580,3,8100
1113,1113,606,3,64401
1114,1114,582,3,14434
1115,1115,176,2,66447
1116,1116,655,1,79233
1117,1117,687,1,32465
1118,1118,544,3,8221
1119,1119,426,3,9041
1120,1120,591,3,69041
1121,1121,678,1,233
1122,1122,356,2,52386
1123,1123,89,2,61747
1124,1124,617,3,47057
1125,1125,262,1,40644
1126,1126,255,2,32055
1127,1127,425,1,50765
1128,1128,164,3,74815
1129,1129,748,2,27027
1130,1130,224,2,61806
1131,1131,321,2,72752
1132,1132,30,1,40065
1133,1133,133,1,61107
1134,1134,239,3,79846
1135,1135,329,3,4336
1136,1136,473,2,8749
1137,1137,514,1,9147
1138,1138,277,2,26151
1139,1139,332,2,17728
1140,1140,710,2,31129
1141,1141,723,2,72906
1142,1142,356,1,34841
1143,1143,749,3,69529
1144,1144,701,2,22368
1145,1145,283,3,44173
1146,1146,385,1,70965
1147,1147,371,2,49542
1148,1148,323,2,42411
1149,1149,138,1,32450
1150,1150,591,3,78267
1151,1151,16,3,50480
1152,1152,762,1,30052
1153,1153,159,3,19875
1154,1154,528,1,26689
1155,1155,588,1,24535
1156,1156,357,3,73494
1157,1157,288,2,73760
1158,1158,175,3,36015
1159,1159,528,2,46965
1160,1160,219,2,72628
1161,1161,11,1,13347
1162,1162,195,3,25034
1163,1163,636,2,58377
1164,1164,589,2,40800
1165,1165,198,3,77940
1166,1166,594,1,21034
1167,1167,179,2,57964
1168,1168,560,3,32771
1169,1169,541,2,53215
1170,1170,289,2,15611
1171,1171,615,1,72054
1172,1172,35,3,53529
1173,1173,246,2,58805
1174,1174,26,1,13250
1175,1175,687,1,41430
1176,1176,136,2,65854
1177,1177,128,3,78647
1178,1178,302,1,7336
1179,1179,423,1,52641
1180,1180,693,2,41537
1181,1181,326,2,38102
1182,1182,448,2,28969
1183,1183,758,3,55606
1184,1184,382,2,10929
1185,1185,277,3,9465
1186,1186,520,3,35254
1187,1187,217,1,20467
1188,1188,309,3,19286
1189,1189,245,1,33459
1190,1190,51,3,23661
1191,1191,305,3,4127
1192,1192,716,1,26507
1193,1193,397,3,69712
1194,1194,766,1,66251
1195,1195,322,1,9559
1196,1196,39,1,9715
1197,1197,55,3,11978
1198,1198,343,1,75984
1199,1199,488,3,41627
1200,1200,434,2,990
1201,1201,624,2,35874
1202,1202,36,3,66250
1203,1203,192,3,69113
1204,1204,128,3,59675
1205,1205,485,3,67605
1206,1206,150,2,12627
1207,1207,506,1,39353
1208,1208,94,2,52401
1209,1209,177,3,32723
1210,1210,165,3,14851
1211,1211,568,1,69312
1212,1212,702,2,43799
1213,1213,164,1,71974
1214,1214,338,1,73608
1215,1215,301,3,26723
1216,1216,135,2,1826
1217,1217,232,2,46228
1218,1218,353,2,50645
1219,1219,306,1,25750
1220,1220,417,3,28793
1221,1221,472,3,13645
1222,1222,34,3,41947
1223,1223,315,3,11184
1224,1224,20,3,58221
1225,1225,4,1,17051
1226,1226,666,2,7600
1227,1227,117,2,69910
