order_id,order_date,customer_id,seller_id,order_status
277,2024-06-24,54,10,Shipped
278,2024-11-25,296,27,Returned
279,2024-08-17,865,53,Completed
280,2024-01-06,855,43,Shipped
281,2024-06-09,254,36,Returned
282,2024-03-30,799,11,Completed
283,2024-09-21,321,10,Returned
284,2024-10-29,876,28,Cancelled
285,2024-11-28,863,54,Returned
286,2024-02-04,300,49,Cancelled
287,2024-10-04,33,21,Completed
288,2024-08-21,62,50,Completed
289,2024-07-02,195,16,Completed
290,2024-05-30,19,40,Returned
291,2024-05-27,131,33,Shipped
292,2024-03-21,194,12,Completed
293,2024-07-06,831,29,Completed
294,2024-02-18,759,41,Shipped
295,2024-08-13,525,17,Completed
296,2024-10-23,388,29,Shipped
297,2024-04-23,685,9,Cancelled
298,2024-04-03,333,41,Cancelled
299,2024-07-02,560,4,Cancelled
300,2024-12-02,284,28,Completed
301,2024-07-15,283,45,Completed
302,2024-11-15,204,20,Cancelled
303,2024-04-19,659,26,Completed
304,2024-12-23,414,33,Completed
305,2024-11-19,887,4,Cancelled
306,2024-01-13,780,41,Cancelled
307,2024-08-11,614,9,Returned
308,2024-06-29,186,20,Completed
309,2024-03-05,303,16,Completed
310,2024-01-05,458,17,Completed
311,2024-04-08,782,49,Returned
312,2024-09-24,814,51,Returned
313,2024-11-06,510,26,Returned
314,2024-08-06,580,27,Completed
315,2024-10-22,835,20,Completed
316,2024-10-30,631,49,Shipped
317,2024-07-18,635,28,Returned
318,2024-06-21,236,11,Shipped
319,2024-07-17,309,5,Completed
320,2024-07-01,813,7,Cancelled
321,2024-05-28,299,23,Returned
322,2024-09-17,51,16,Returned
323,2024-07-30,306,21,Completed
324,2024-01-27,835,37,Completed
325,2024-11-22,510,28,Cancelled
326,2024-12-11,858,44,Completed
327,2024-12-21,331,36,Returned
328,2024-12-27,176,10,Cancelled
329,2024-06-14,598,51,Cancelled
330,2024-04-07,600,55,Completed
331,2024-03-02,613,42,Completed
332,2024-08-25,839,29,Shipped
333,2024-06-06,536,10,Shipped
334,2024-07-06,861,48,Completed
335,2024-11-18,787,47,Returned
336,2024-06-09,539,41,Shipped
337,2024-02-07,205,37,Completed
338,2024-03-11,584,49,Shipped
339,2024-12-25,784,13,Cancelled
340,2024-04-10,896,25,Returned
341,2024-05-11,117,42,Cancelled
342,2024-06-23,508,53,Returned
343,2024-10-08,310,42,Cancelled
344,2024-12-07,426,48,Shipped
345,2024-03-05,11,50,Cancelled
346,2024-05-26,214,9,Completed
347,2024-04-25,634,44,Shipped
348,2024-10-01,282,34,Cancelled
349,2024-01-25,79,48,Completed
350,2024-07-13,604,19,Completed
351,2024-11-13,676,24,Completed
352,2024-01-22,127,30,Completed
353,2024-04-30,91,33,Cancelled
354,2024-05-11,634,42,Shipped
355,2024-10-20,107,33,Completed
356,2024-04-22,443,10,Completed
357,2024-01-31,431,37,Cancelled
358,2024-07-03,602,11,Shipped
359,2024-02-04,214,55,Returned
360,2024-05-11,111,31,Returned
361,2024-12-28,865,4,Shipped
362,2024-11-25,894,38,Returned
363,2024-03-22,714,47,Completed
364,2024-10-20,191,53,Completed
365,2024-10-14,897,37,Cancelled
366,2024-10-11,578,5,Completed
367,2024-09-29,711,22,Shipped
368,2024-06-11,431,43,Returned
369,2024-08-11,509,1,Cancelled
370,2024-09-12,418,9,Completed
371,2024-02-25,500,22,Completed
372,2024-01-21,16,55,Cancelled
373,2024-02-18,343,22,Shipped
374,2024-07-27,170,11,Completed
375,2024-01-27,53,37,Shipped
376,2024-10-06,742,24,Cancelled
377,2024-12-26,206,33,Returned
378,2024-08-18,896,41,Completed
379,2024-06-02,331,15,Shipped
380,2024-07-18,784,41,Completed
381,2024-12-27,584,31,Returned
382,2024-01-09,149,4,Shipped
383,2024-05-09,162,35,Cancelled
384,2024-03-02,22,9,Cancelled
385,2024-05-27,680,52,Shipped
386,2024-02-18,12,8,Returned
387,2024-05-28,597,7,Completed
388,2024-04-04,194,46,Shipped
389,2024-12-08,336,54,Completed
390,2024-12-26,756,29,Completed
391,2024-05-12,558,9,Returned
392,2024-08-11,596,16,Completed
393,2024-11-09,794,43,Shipped
394,2024-12-30,733,9,Cancelled
395,2024-01-07,748,44,Shipped
396,2024-09-16,353,19,Shipped
397,2024-09-24,464,51,Cancelled
398,2024-10-23,513,39,Returned
399,2024-02-17,446,4,Shipped
400,2024-07-07,322,9,Shipped
401,2024-01-22,718,40,Completed
402,2024-12-03,636,44,Completed
403,2024-05-07,206,1,Cancelled
404,2024-02-22,383,11,Shipped
405,2024-10-25,514,8,Cancelled
406,2024-08-15,110,27,Returned
407,2024-03-26,6,2,Cancelled
408,2024-05-24,608,32,Shipped
409,2024-03-20,644,24,Cancelled
410,2024-07-16,335,27,Completed
411,2024-03-30,194,14,Completed
412,2024-03-03,273,1,Returned
413,2024-06-14,85,15,Cancelled
414,2024-08-14,565,49,Cancelled
415,2024-05-17,159,42,Returned
416,2024-09-16,853,7,Cancelled
417,2024-10-02,497,27,Cancelled
418,2024-11-23,35,30,Cancelled
419,2024-12-16,760,3,Cancelled
420,2024-02-18,205,31,Completed
421,2024-05-27,538,29,Completed
422,2024-02-29,420,3,Cancelled
423,2024-06-29,785,8,Cancelled
424,2024-12-05,607,9,Shipped
425,2024-12-12,607,29,Cancelled
426,2024-01-15,831,42,Returned
427,2024-02-18,228,15,Completed
428,2024-01-21,680,5,Shipped
429,2024-12-13,830,25,Returned
430,2024-02-28,202,27,Cancelled
431,2024-12-06,699,43,Cancelled
432,2024-08-25,235,41,Cancelled
433,2024-01-12,519,46,Shipped
434,2024-10-20,563,49,Returned
435,2024-09-06,638,50,Completed
436,2024-03-24,627,10,Cancelled
437,2024-01-24,398,54,Cancelled
438,2024-08-19,34,38,Returned
439,2024-07-07,147,55,Cancelled
440,2024-07-20,195,12,Shipped
441,2024-06-02,784,21,Shipped
442,2024-06-25,547,32,Cancelled
443,2024-05-06,237,3,Returned
444,2024-12-05,84,49,Returned
445,2024-08-07,447,6,Shipped
446,2024-03-11,803,54,Cancelled
447,2024-06-16,126,26,Returned
448,2024-11-02,101,17,Returned
449,2024-06-14,335,25,Returned
450,2024-03-20,58,10,Shipped
451,2024-08-02,3,35,Shipped
452,2024-04-03,511,5,Returned
453,2024-11-19,531,33,Shipped
454,2024-07-23,120,15,Shipped
455,2024-04-26,108,55,Completed
456,2024-02-04,267,51,Shipped
457,2024-12-09,697,42,Completed
458,2024-09-08,6,21,Returned
459,2024-11-05,529,30,Completed
460,2024-11-22,45,6,Cancelled
461,2024-02-29,865,6,Cancelled
462,2024-05-24,809,30,Shipped
463,2024-04-30,284,51,Returned
464,2024-10-15,687,13,Cancelled
465,2024-10-10,179,22,Cancelled
466,2024-10-04,154,29,Shipped
467,2024-08-19,199,52,Returned
468,2024-03-07,670,2,Cancelled
469,2024-02-26,371,35,Cancelled
470,2024-03-15,781,6,Cancelled
471,2024-01-25,189,42,Returned
472,2024-12-13,497,47,Shipped
473,2024-06-16,852,13,Shipped
474,2024-05-22,624,43,Cancelled
475,2024-11-07,141,25,Completed
476,2024-01-18,502,50,Shipped
477,2024-02-19,195,55,Completed
478,2024-09-13,301,34,Shipped
479,2024-03-22,451,39,Cancelled
480,2024-09-19,101,1,Shipped
481,2024-02-05,389,17,Cancelled
482,2024-12-13,93,9,Shipped
483,2024-10-06,368,28,Completed
484,2024-05-30,684,15,Completed
485,2024-02-26,376,20,Returned
486,2024-10-01,11,46,Returned
487,2024-02-23,447,41,Returned
488,2024-11-25,718,48,Completed
489,2024-08-23,215,25,Completed
490,2024-12-03,716,49,Shipped
491,2024-08-24,202,37,Cancelled
492,2024-10-17,411,47,Returned
493,2024-07-05,161,52,Returned
494,2024-07-29,261,25,Returned
495,2024-05-29,785,10,Completed
496,2024-12-15,444,18,Returned
497,2024-12-06,434,22,Shipped
498,2024-10-20,767,9,Shipped
499,2024-07-19,421,28,Cancelled
500,2024-03-16,6,39,Completed
501,2024-02-03,184,40,Returned
502,2024-12-22,702,14,Shipped
503,2024-04-22,382,11,Shipped
504,2024-11-19,231,19,Completed
505,2024-09-04,758,10,Returned
506,2024-04-13,842,34,Completed
507,2024-02-06,26,28,Completed
508,2024-06-16,64,6,Completed
509,2024-09-03,97,48,Completed
510,2024-07-25,93,8,Completed
511,2024-07-12,465,27,Shipped
512,2024-06-12,512,55,Cancelled
513,2024-11-10,715,31,Completed
514,2024-02-09,17,25,Cancelled
515,2024-08-17,67,47,Cancelled
516,2024-05-22,134,8,Cancelled
517,2024-01-14,423,21,Shipped
518,2024-06-06,4,33,Completed
519,2024-08-15,178,27,Cancelled
520,2024-01-02,655,22,Shipped
521,2024-02-18,764,41,Completed
522,2024-02-24,110,33,Completed
523,2024-09-17,538,23,Shipped
524,2024-09-12,222,13,Completed
525,2024-09-28,31,47,Returned
526,2024-02-02,162,36,Cancelled
527,2024-06-29,14,4,Returned
528,2024-05-23,311,14,Returned
529,2024-01-12,127,50,Completed
530,2024-06-07,18,19,Shipped
531,2024-05-28,154,3,Cancelled
532,2024-06-16,33,40,Cancelled
533,2024-10-26,649,45,Completed
534,2024-01-16,771,3,Shipped
535,2024-06-11,203,20,Cancelled
536,2024-06-05,894,25,Completed
537,2024-04-14,39,50,Cancelled
538,2024-12-17,412,44,Returned
539,2024-05-10,742,10,Shipped
540,2024-11-15,352,24,Cancelled
541,2024-02-28,555,30,Completed
542,2024-03-09,181,38,Cancelled
543,2024-12-27,39,33,Completed
544,2024-03-19,679,42,Shipped
545,2024-07-23,191,10,Shipped
546,2024-04-10,292,13,Returned
547,2024-06-30,212,13,Cancelled
548,2024-10-16,528,21,Returned
549,2024-06-24,384,54,Completed
550,2024-10-24,81,31,Completed
551,2024-12-28,396,50,Cancelled
552,2024-09-06,648,48,Shipped
553,2024-07-06,380,5,Cancelled
554,2024-06-28,497,2,Cancelled
555,2024-01-03,451,31,Returned
556,2024-09-06,449,18,Completed
557,2024-06-17,586,33,Shipped
558,2024-07-10,294,46,Cancelled
559,2024-03-01,190,41,Shipped
560,2024-11-15,240,31,Cancelled
561,2024-11-18,705,37,Shipped
562,2024-12-03,431,25,Shipped
563,2024-02-04,863,45,Completed
564,2024-08-27,582,37,Shipped
565,2024-06-08,584,12,Shipped
566,2024-06-16,115,36,Returned
567,2024-01-19,136,43,Shipped
568,2024-01-06,14,55,Cancelled
569,2024-04-18,270,2,Shipped
570,2024-05-12,586,54,Shipped
571,2024-03-13,775,18,Returned
572,2024-03-19,66,54,Shipped
573,2024-01-26,732,53,Returned
574,2024-12-19,284,1,Shipped
575,2024-11-19,82,55,Completed
576,2024-07-24,202,28,Returned
577,2024-01-15,461,6,Returned
578,2024-02-27,218,52,Cancelled
579,2024-01-10,424,8,Shipped
580,2024-01-04,582,47,Cancelled
581,2024-03-14,815,4,Completed
582,2024-05-30,820,41,Completed
583,2024-07-09,857,19,Completed
584,2024-04-16,472,22,Cancelled
585,2024-04-11,380,53,Cancelled
586,2024-11-17,307,43,Returned
587,2024-02-14,236,16,Returned
588,2024-01-29,121,42,Shipped
589,2024-05-31,751,55,Completed
590,2024-10-07,701,16,Shipped
591,2024-02-08,12,6,Completed
592,2024-12-26,255,49,Cancelled
593,2024-11-01,638,19,Cancelled
594,2024-09-06,533,46,Cancelled
595,2024-07-31,166,38,Cancelled
596,2024-09-27,383,16,Cancelled
597,2024-10-24,881,40,Returned
598,2024-03-20,805,45,Completed
599,2024-07-13,642,19,Shipped
600,2024-12-02,382,44,Returned
601,2024-02-12,620,18,Returned
602,2024-04-28,333,6,Cancelled
603,2024-06-06,201,51,Shipped
604,2024-02-13,549,17,Completed
605,2024-01-17,431,32,Cancelled
606,2024-09-21,25,13,Completed
607,2024-06-03,876,52,Returned
608,2024-06-16,741,39,Returned
609,2024-02-07,824,40,Completed
610,2024-10-31,475,30,Shipped
611,2024-08-21,149,5,Shipped
612,2024-02-22,381,42,Returned
613,2024-08-19,224,38,Returned
614,2024-03-07,793,38,Returned
615,2024-03-10,600,18,Returned
616,2024-11-09,503,37,Returned
617,2024-09-04,406,6,Returned
618,2024-08-30,430,31,Shipped
619,2024-06-06,353,22,Returned
620,2024-06-02,364,8,Returned
621,2024-05-02,670,23,Completed
622,2024-08-05,662,42,Cancelled
623,2024-07-17,527,44,Completed
624,2024-02-03,736,49,Shipped
625,2024-08-28,401,18,Completed
626,2024-05-16,581,45,Shipped
627,2024-06-29,630,31,Cancelled
628,2024-08-10,842,8,Returned
629,2024-08-07,780,50,Completed
630,2024-11-29,162,33,Shipped
631,2024-01-11,161,11,Shipped
632,2024-05-15,830,48,Shipped
633,2024-08-05,324,10,Cancelled
634,2024-02-13,113,32,Cancelled
635,2024-05-29,234,43,Returned
636,2024-05-05,85,19,Cancelled
637,2024-08-18,696,5,Shipped
638,2024-04-05,587,14,Shipped
639,2024-03-17,17,55,Returned
640,2024-02-20,480,20,Completed
641,2024-03-20,343,20,Returned
642,2024-09-26,442,17,Returned
643,2024-06-15,317,10,Completed
644,2024-12-04,243,22,Completed
645,2024-07-08,468,3,Shipped
646,2024-05-11,702,29,Cancelled
647,2024-12-08,124,27,Shipped
648,2024-02-22,290,34,Completed
649,2024-03-07,81,26,Returned
650,2024-10-02,273,31,Shipped
651,2024-03-14,645,3,Returned
652,2024-03-15,204,38,Cancelled
653,2024-02-25,150,11,Cancelled
654,2024-02-16,628,12,Shipped
655,2024-09-24,764,10,Cancelled
656,2024-05-23,706,32,Returned
657,2024-04-04,56,35,Completed
658,2024-08-18,224,28,Shipped
659,2024-02-20,805,45,Completed
660,2024-07-13,784,50,Completed
661,2024-05-10,310,31,Cancelled
662,2024-02-14,537,16,Cancelled
663,2024-12-26,764,45,Cancelled
664,2024-07-24,295,29,Completed
665,2024-01-09,378,4,Shipped
666,2024-12-24,705,26,Returned
667,2024-06-28,404,9,Cancelled
668,2024-09-03,376,45,Cancelled
669,2024-10-25,109,21,Completed
670,2024-06-24,372,39,Shipped
671,2024-11-19,796,38,Returned
672,2024-02-17,897,35,Returned
673,2024-10-13,788,48,Returned
674,2024-09-21,99,54,Completed
675,2024-04-25,891,55,Completed
676,2024-06-11,168,21,Shipped
677,2024-03-11,264,38,Completed
678,2024-06-27,271,22,Shipped
679,2024-06-12,512,6,Returned
680,2024-07-03,249,28,Cancelled
681,2024-07-12,475,12,Completed
682,2024-12-28,155,17,Cancelled
683,2024-07-08,327,33,Returned
684,2024-10-22,812,31,Completed
685,2024-11-20,350,20,Completed
686,2024-05-02,243,43,Cancelled
687,2024-02-27,876,51,Cancelled
688,2024-10-29,17,14,Returned
689,2024-09-05,13,3,Cancelled
690,2024-08-05,729,31,Cancelled
691,2024-12-02,152,21,Cancelled
692,2024-11-03,617,1,Completed
693,2024-09-12,439,13,Cancelled
694,2024-08-29,83,4,Completed
695,2024-04-30,556,17,Shipped
696,2024-06-30,354,49,Shipped
697,2024-07-24,198,6,Returned
698,2024-07-08,600,52,Returned
699,2024-01-29,512,33,Cancelled
700,2024-01-07,422,5,Returned
701,2024-03-03,845,23,Shipped
702,2024-01-22,230,22,Completed
703,2024-04-29,695,19,Shipped
704,2024-11-23,676,45,Completed
705,2024-12-17,366,17,Returned
706,2024-04-26,316,47,Returned
707,2024-08-26,807,10,Cancelled
708,2024-09-07,386,49,Shipped
709,2024-04-04,408,30,Completed
710,2024-07-16,864,6,Cancelled
711,2024-07-02,104,13,Shipped
712,2024-03-15,509,52,Completed
713,2024-12-19,526,2,Cancelled
714,2024-09-23,194,43,Returned
715,2024-03-11,155,21,Completed
716,2024-08-03,178,27,Shipped
717,2024-08-10,661,52,Cancelled
718,2024-07-12,633,24,Cancelled
719,2024-05-08,518,55,Completed
720,2024-08-22,683,28,Shipped
721,2024-10-01,291,3,Cancelled
722,2024-04-16,711,43,Returned
723,2024-10-26,44,41,Shipped
724,2024-01-20,716,19,Returned
725,2024-02-10,381,53,Shipped
726,2024-04-18,295,9,Returned
727,2024-10-14,834,44,Shipped
728,2024-08-09,341,20,Shipped
729,2024-10-14,387,39,Completed
730,2024-10-26,763,15,Returned
731,2024-08-02,545,47,Shipped
732,2024-03-10,821,53,Cancelled
733,2024-02-10,95,18,Completed
734,2024-03-16,59,37,Completed
735,2024-12-19,291,43,Shipped
736,2024-09-20,258,5,Cancelled
737,2024-09-14,342,30,Cancelled
738,2024-08-15,682,37,Shipped
739,2024-03-25,340,29,Shipped
740,2024-05-07,533,27,Returned
741,2024-09-15,344,33,Shipped
742,2024-11-21,757,43,Shipped
743,2024-08-31,667,21,Returned
744,2024-08-21,156,52,Returned
745,2024-02-15,491,3,Cancelled
746,2024-07-13,393,26,Returned
747,2024-11-13,126,37,Cancelled
748,2024-06-11,696,51,Shipped
749,2024-06-15,326,43,Returned
750,2024-07-14,617,37,Shipped
751,2024-04-08,704,20,Shipped
752,2024-11-21,743,52,Returned
753,2024-10-01,210,54,Shipped
754,2024-08-31,600,49,Cancelled
755,2024-03-20,642,19,Shipped
756,2024-11-27,829,9,Cancelled
757,2024-02-05,159,31,Shipped
758,2024-06-23,695,44,Returned
759,2024-10-04,445,39,Completed
760,2024-10-30,351,10,Shipped
761,2024-03-07,459,20,Returned
762,2024-02-02,137,16,Cancelled
763,2024-11-28,4,28,Completed
764,2024-10-28,118,48,Completed
765,2024-12-12,448,49,Returned
766,2024-10-28,375,45,Completed
767,2024-05-19,442,26,Shipped
768,2024-09-27,533,14,Cancelled
769,2024-04-05,631,13,Shipped
770,2024-10-17,255,17,Completed
771,2024-10-23,81,49,Shipped
772,2024-06-21,547,50,Shipped
773,2024-01-30,78,20,Shipped
774,2024-12-18,609,46,Shipped
775,2024-09-26,675,47,Completed
776,2024-06-01,1,23,Returned
777,2024-10-25,361,50,Cancelled
778,2024-04-16,875,24,Shipped
779,2024-11-11,607,28,Shipped
780,2024-07-21,791,54,Shipped
781,2024-05-29,874,45,Completed
782,2024-12-01,871,39,Returned
783,2024-02-18,27,42,Cancelled
784,2024-02-13,823,30,Completed
785,2024-01-26,779,45,Shipped
